nohup: ignoring input
/root/LaneNet-Pytorch-teach/LaneNet-PyTorch-master/train.py:35: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  pretrained_weights = torch.load(pretrained_weights_path, map_location=device)
train_set length 12480
valid_set length 2673
test_set length 2673
Loaded pretrained weights.
epoch[90] iter[20] loss: [0.0354, 0.0567]
epoch[90] iter[40] loss: [0.0338, 0.0802]
epoch[90] iter[60] loss: [0.0305, 0.0466]
epoch[90] iter[80] loss: [0.0294, 0.0514]
epoch[90] iter[100] loss: [0.0383, 0.0653]
epoch[90] iter[120] loss: [0.0358, 0.0599]
epoch[90] iter[140] loss: [0.0416, 0.0620]
epoch[90] iter[160] loss: [0.0377, 0.0554]
epoch[90] iter[180] loss: [0.0271, 0.0425]
epoch[90] iter[200] loss: [0.0353, 0.0504]
epoch[90] iter[220] loss: [0.0313, 0.0442]
epoch[90] iter[240] loss: [0.0304, 0.0465]
epoch[90] iter[260] loss: [0.0415, 0.0555]
epoch[90] iter[280] loss: [0.0333, 0.0466]
epoch[90] iter[300] loss: [0.0330, 0.0505]
epoch[90] iter[320] loss: [0.0303, 0.0454]
epoch[90] iter[340] loss: [0.0339, 0.0491]
